gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B-cells	Endothelial	Fibroblast	Macrophages	Neuron	RBC	T-cells	Unknown	VSMC
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS053613259	0.002	0.0	0.0	0.003	1.204	0.0	0.011	0.0	0.003
LSR	Q86X29	False	LSR_HUMAN		CPI-SS0708FE6FF	0.014	0.034	0.0	0.007	0.0	0.0	0.01	0.019	0.0
NETO2	Q8NC67	False	NETO2_HUMAN		CPI-SS0E075E5AF	0.015	0.036	0.007	0.003	0.0	0.004	0.002	0.0	0.0
MS4A4A	Q96JQ5	False	M4A4A_HUMAN		CPI-SS0978D28AB	0.001	0.0	0.0	0.005	0.0	0.0	0.002	0.0	0.0
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS02572E1EF	0.003	0.007	0.095	0.0	0.221	0.0	0.001	0.0	0.031
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS0057AB387	0.003	0.007	0.095	0.0	0.221	0.0	0.001	0.0	0.031
BAG6	P46379	False	BAG6_HUMAN		CPI-SS027AFFC0E	0.111	0.238	0.175	0.121	0.253	0.048	0.112	0.167	0.159
ARF1	P84077	False	ARF1_HUMAN		CPI-SS06A999D25	0.056	0.109	0.085	0.064	0.029	0.003	0.052	0.051	0.079
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS0F3A089DE	0.007	0.401	0.057	0.026	0.034	0.003	0.036	0.018	0.397
PLXND1	Q9Y4D7	False	PLXD1_HUMAN		CPI-SS044C72D0D	0.007	0.401	0.057	0.026	0.034	0.003	0.036	0.018	0.397
TEK	Q02763	False	TIE2_HUMAN		CPI-SS0BAB460FF	0.002	0.525	0.067	0.008	0.034	0.0	0.0	0.0	0.004
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS090FC28E1	0.026	0.861	0.026	0.47	0.0	0.013	0.004	0.036	0.031
EFNB2	P52799	False	EFNB2_HUMAN		CPI-SS0B9E8C0DE	0.026	0.861	0.026	0.47	0.0	0.013	0.004	0.036	0.031
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.003	0.266	0.153	0.015	0.123	0.004	0.003	0.0	0.07
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0111AAD26	0.003	0.266	0.153	0.015	0.123	0.004	0.003	0.0	0.07
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.003	0.266	0.153	0.015	0.123	0.004	0.003	0.0	0.07
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.003	0.266	0.153	0.015	0.123	0.004	0.003	0.0	0.07
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.003	0.266	0.153	0.015	0.123	0.004	0.003	0.0	0.07
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.003	0.266	0.153	0.015	0.123	0.004	0.003	0.0	0.07
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.001	0.814	0.106	0.0	0.095	0.0	0.001	0.0	0.049
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.0	0.008	0.047	0.0	0.135	0.0	0.002	0.0	0.012
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.0	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS05E6D620E	0.001	0.008	0.01	0.0	0.0	0.0	0.001	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS09F973C1A	0.001	0.008	0.01	0.0	0.0	0.0	0.001	0.0	0.0
EFNA4	P52798	False	EFNA4_HUMAN		CPI-SS041888D39	0.001	0.008	0.01	0.0	0.0	0.0	0.001	0.0	0.0
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS052127A00	0.002	0.0	0.0	0.095	0.0	0.0	0.002	0.0	0.0
NGFR	P08138	False	TNR16_HUMAN		CPI-SS0EDD4928A	0.011	0.003	0.012	0.081	0.161	0.0	0.002	0.031	0.343
NGFR	P08138	False	TNR16_HUMAN		CPI-SS08B85996F	0.011	0.003	0.012	0.081	0.161	0.0	0.002	0.031	0.343
DDR1	Q08345	False	DDR1_HUMAN		CPI-SS00D3CD86E	0.003	0.0	0.036	0.015	0.922	0.0	0.0	0.0	0.068
AGER	Q15109	False	RAGE_HUMAN		CPI-SS06006F870	0.017	0.011	0.005	0.007	0.073	0.0	0.012	0.0	1.054
PSAP	P07602	False	SAP_HUMAN		CPI-SS0AB647854	0.476	1.67	1.791	2.187	1.865	0.114	0.299	0.483	1.265
PSAP	P07602	False	SAP_HUMAN		CPI-SS082900482	0.476	1.67	1.791	2.187	1.865	0.114	0.299	0.483	1.265
IL16	Q14005	False	IL16_HUMAN		CPI-SS0D529E576	0.334	0.091	0.042	0.169	0.172	0.021	0.266	0.496	0.03
SCGB3A1	Q96QR1	False	SG3A1_HUMAN		CPI-SS04861AD1A	0.001	0.0	0.0	0.025	0.0	0.0	0.0	0.0	0.0
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS079DDF890	0.011	0.042	0.013	0.008	0.0	0.014	0.175	0.133	0.008
TNFRSF25	Q93038	False	TNR25_HUMAN		CPI-SS0B0CF0EDF	0.011	0.042	0.013	0.008	0.0	0.014	0.175	0.133	0.008
TNFRSF12A	Q9NP84	False	TNR12_HUMAN		CPI-SS02EF3E1BA	0.021	0.169	0.157	0.007	0.265	0.003	0.019	0.03	0.061
GNRHR	P30968	False	GNRHR_HUMAN		CPI-SS0D9EFC4F7	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GPRC5B	Q9NZH0	False	GPC5B_HUMAN		CPI-SS08A819670	0.0	0.239	0.154	0.0	0.209	0.0	0.008	0.0	0.024
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0B9B3870A	0.001	0.361	0.004	0.006	0.0	0.0	0.002	0.0	0.006
EPHB2	P29323	False	EPHB2_HUMAN		CPI-SS02371A6D6	0.001	0.0	0.109	0.003	0.119	0.0	0.0	0.0	0.003
GRIN2B	Q13224	False	NMDE2_HUMAN		CPI-SS0C694CB44	0.0	0.034	0.0	0.0	0.682	0.0	0.0	0.0	0.0
WNT5A	P41221	False	WNT5A_HUMAN		CPI-SS082AD7B6A	0.0	0.017	0.334	0.007	0.0	0.0	0.001	0.0	0.035
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SS02B567BC7	0.007	0.0	0.0	0.0	0.022	0.0	0.008	0.0	0.0
RSPO1	Q2MKA7	False	RSPO1_HUMAN		CPI-SS0F102AAC5	0.002	0.0	0.377	0.078	0.0	0.0	0.0	0.0	0.0
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0DCA749B0	0.0	0.118	0.038	0.0	0.0	0.0	0.001	0.0	0.021
RSPO3	Q9BXY4	False	RSPO3_HUMAN		CPI-SS0A874F65F	0.0	0.118	0.038	0.0	0.0	0.0	0.001	0.0	0.021
CKLF	Q9UBR5	False	CKLF_HUMAN		CPI-SS05B1FA8A8	0.119	0.095	0.092	0.522	0.129	0.024	0.366	0.26	0.141
NTRK3	Q16288	False	NTRK3_HUMAN		CPI-SS05162C56B	0.0	0.0	0.072	0.0	0.2	0.0	0.0	0.0	0.03
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS065F7DA2A	0.014	0.0	0.003	0.087	0.0	0.008	0.0	0.0	0.002
P2RY6	Q15077	False	P2RY6_HUMAN		CPI-SS09A3FA737	0.014	0.0	0.003	0.087	0.0	0.008	0.0	0.0	0.002
C3AR1	Q16581	False	C3AR_HUMAN		CPI-SS03E48EFEA	0.0	0.0	0.0	0.062	0.0	0.0	0.0	0.0	0.0
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS03E273233	0.027	0.146	0.01	0.134	0.0	0.0	0.023	0.0	0.073
ENTPD1	P49961	False	ENTP1_HUMAN		CPI-SS079728E8B	0.027	0.146	0.01	0.134	0.0	0.0	0.023	0.0	0.073
AGTR1	P30556	False	AGTR1_HUMAN		CPI-SS05996C8FD	0.002	0.003	0.459	0.0	0.0	0.0	0.001	0.013	0.657
ASGR1	P07306	False	ASGR1_HUMAN		CPI-SS01963C4CA	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS0C6448B94	0.13	0.258	0.058	0.455	0.035	0.011	0.053	0.17	0.055
CSF1R	P07333	False	CSF1R_HUMAN		CPI-SS092E57263	0.01	0.012	0.015	1.691	0.022	0.021	0.011	0.017	0.014
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS01AD399A0	0.0	0.012	0.021	0.0	0.0	0.0	0.001	0.0	0.056
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS0186F8AED	0.0	0.012	0.021	0.0	0.0	0.0	0.001	0.0	0.056
IL13RA2	Q14627	False	I13R2_HUMAN		CPI-SS0BCCDFA7A	0.0	0.012	0.021	0.0	0.0	0.0	0.001	0.0	0.056
TNFRSF9	Q07011	False	TNR9_HUMAN		CPI-SS0431D2256	0.043	0.007	0.061	0.005	0.0	0.0	0.051	0.104	0.021
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS047CD2E9F	0.001	0.0	0.0	0.011	0.0	0.0	0.013	0.0	0.0
AXL	P30530	False	UFO_HUMAN		CPI-SS0C85BC9AF	0.004	0.006	0.792	0.076	0.339	0.0	0.002	0.0	0.286
TYRO3	Q06418	False	TYRO3_HUMAN		CPI-SS09C4988F8	0.0	0.0	0.016	0.0	0.082	0.0	0.002	0.0	0.013
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.009	0.072	0.432	0.164	0.09	0.0	0.021	0.0	0.15
IL34	Q6ZMJ4	False	IL34_HUMAN		CPI-SS0DFA98A14	0.001	0.0	0.034	0.0	0.106	0.0	0.001	0.0	0.196
ADGRE5	P48960	False	CD97_HUMAN		CPI-SS061A7E099	0.21	0.042	0.018	0.468	0.05	0.026	0.416	0.276	0.02
CD22	P20273	False	CD22_HUMAN		CPI-SS0CBC7840D	0.172	0.003	0.004	0.113	0.024	0.005	0.012	0.157	0.002
MRC1	P22897	False	MRC1_HUMAN		CPI-SS0822AEF5F	0.0	0.297	0.0	0.124	0.0	0.0	0.001	0.037	0.003
HGF	P14210	False	HGF_HUMAN		CPI-SS07F60834D	0.0	0.037	0.107	0.071	0.0	0.0	0.006	0.014	0.231
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.021	0.042	0.024	0.262	0.029	0.006	0.125	0.068	0.007
PDGFD	Q9GZP0	False	PDGFD_HUMAN		CPI-SS0D954EA1C	0.001	0.013	0.389	0.012	0.0	0.0	0.001	0.0	0.101
ALOX5AP	P20292	False	AL5AP_HUMAN		CPI-SS080611C5B	0.109	0.014	0.007	1.383	0.0	0.003	0.02	0.083	0.007
KITLG	P21583	False	SCF_HUMAN		CPI-SS02D7A1DDE	0.002	0.302	0.338	0.006	0.024	0.0	0.009	0.0	0.605
KITLG	P21583	False	SCF_HUMAN		CPI-SS0EDAE16B6	0.002	0.302	0.338	0.006	0.024	0.0	0.009	0.0	0.605
CD80	P33681	False	CD80_HUMAN		CPI-SS07327E587	0.013	0.006	0.003	0.119	0.0	0.0	0.127	0.091	0.0
CD80	P33681	False	CD80_HUMAN		CPI-SS0320FFAFC	0.013	0.006	0.003	0.119	0.0	0.0	0.127	0.091	0.0
CD86	P42081	False	CD86_HUMAN		CPI-SS077D7365D	0.06	0.004	0.0	0.131	0.0	0.003	0.014	0.016	0.006
CD86	P42081	False	CD86_HUMAN		CPI-SS0B0E09B1C	0.06	0.004	0.0	0.131	0.0	0.003	0.014	0.016	0.006
CD34	P28906	False	CD34_HUMAN		CPI-SS0EB5AEC83	0.001	0.095	0.263	0.003	0.0	0.0	0.002	0.0	0.0
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.001	0.095	0.263	0.003	0.0	0.0	0.002	0.0	0.0
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	0.009	0.0	0.0	0.04	0.0	0.003	0.021	0.032	0.004
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	0.009	0.0	0.0	0.04	0.0	0.003	0.021	0.032	0.004
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS086A1C18B	0.009	0.0	0.0	0.04	0.0	0.003	0.021	0.032	0.004
GLG1	Q92896	False	GSLG1_HUMAN		CPI-SS04F90EE0D	0.215	0.346	0.565	0.234	0.576	0.021	0.203	0.319	0.325
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0A1864A37	0.001	0.076	0.002	0.0	0.081	0.0	0.001	0.0	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0EB4002A2	0.001	0.076	0.002	0.0	0.081	0.0	0.001	0.0	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS06B94F144	0.001	0.076	0.002	0.0	0.081	0.0	0.001	0.0	0.0
OSTN	P61366	False	OSTN_HUMAN		CPI-SS05F0AFA81	0.016	0.005	0.0	0.0	0.0	0.005	0.001	0.013	0.007
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	0.0	0.0	0.0	0.014	0.0	0.008	0.0	0.0	0.0
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03CC15FF3	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.016
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03A3EE72E	0.0	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.016
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0F972435E	0.001	0.108	0.173	0.018	0.05	0.0	0.014	0.0	0.064
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0273C9AED	0.001	0.108	0.173	0.018	0.05	0.0	0.014	0.0	0.064
CXCL6	P80162	False	CXCL6_HUMAN		CPI-SS0C7915758	0.0	0.0	0.008	0.0	0.0	0.0	0.002	0.0	0.002
GUCA2A	Q02747	False	GUC2A_HUMAN		CPI-SS09A3A441F	0.001	0.007	0.003	0.015	0.0	0.0	0.002	0.0	0.005
TNFSF8	P32971	False	TNFL8_HUMAN		CPI-SS0412C803A	0.001	0.011	0.008	0.006	0.035	0.017	0.235	0.305	0.014
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.035	0.005	0.092	0.07	1.193	0.003	0.011	0.039	0.008
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS0D0252D87	0.001	0.022	0.026	0.053	0.0	0.0	0.028	0.0	0.021
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.001	0.022	0.026	0.053	0.0	0.0	0.028	0.0	0.021
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	0.014	1.125	2.149	0.133	0.409	0.018	0.011	0.0	0.03
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.014	1.125	2.149	0.133	0.409	0.018	0.011	0.0	0.03
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.014	1.125	2.149	0.133	0.409	0.018	0.011	0.0	0.03
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS0D8148841	0.0	0.005	0.016	0.0	0.0	0.0	0.0	0.0	0.004
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS076FEB261	0.108	0.064	0.171	0.052	0.083	0.012	0.144	0.19	0.055
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	0.003	0.0	0.004	0.0	0.0	0.002	0.007	0.0	0.0
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS07D56EB05	0.016	0.155	2.295	0.013	2.325	0.016	0.016	0.0	2.384
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS032E9A219	0.0	0.082	0.031	0.002	0.0	0.0	0.001	0.0	0.009
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EF1A7415	0.078	0.01	0.0	0.016	0.0	0.005	0.001	0.064	0.0
ANGPT1	Q15389	False	ANGP1_HUMAN		CPI-SS0B337B316	0.0	0.003	0.163	0.185	0.0	0.0	0.004	0.0	0.083
ANGPT4	Q9Y264	False	ANGP4_HUMAN		CPI-SS00BBA318F	0.001	0.0	0.169	0.0	0.0	0.0	0.0	0.0	0.005
PLXNB3	Q9ULL4	False	PLXB3_HUMAN		CPI-SS0D00AAD2F	0.002	0.0	0.0	0.0	0.337	0.0	0.002	0.0	0.0
ENHO	Q6UWT2	False	ENHO_HUMAN		CPI-SS07DFEBFA8	0.001	0.004	0.006	0.004	0.994	0.0	0.0	0.0	0.275
EDA2R	Q9HAV5	False	TNR27_HUMAN		CPI-SS00797FD15	0.0	0.029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF18	Q9Y5U5	False	TNR18_HUMAN		CPI-SS0FF51A757	0.002	0.003	0.011	0.024	0.0	0.02	0.354	0.333	0.012
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
ACVR1	Q04771	True	ACVR1_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	0.001	0.194	0.206	0.015	0.075	0.0	0.002	0.0	0.097
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS08CC8F9D3	0.001	0.399	0.315	0.132	0.109	0.0	0.016	0.0	0.153
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0E1BF543E	0.001	0.399	0.315	0.132	0.109	0.0	0.016	0.0	0.153
BMPR2	Q13873	True	BMPR2_HUMAN	ACVR1_BMPR2	CPI-CS0C16967C6	0.001	0.399	0.315	0.132	0.109	0.0	0.016	0.0	0.153
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.001	0.399	0.315	0.132	0.109	0.0	0.016	0.0	0.153
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.001	0.399	0.315	0.132	0.109	0.0	0.016	0.0	0.153
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.001	0.399	0.315	0.132	0.109	0.0	0.016	0.0	0.153
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.001	0.399	0.315	0.132	0.109	0.0	0.016	0.0	0.153
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.001	0.399	0.315	0.132	0.109	0.0	0.016	0.0	0.153
BMPR2	Q13873	True	BMPR2_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.001	0.399	0.315	0.132	0.109	0.0	0.016	0.0	0.153
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS046B3C139	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0EC80CA59	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS0FFBA02F8	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS091BF99D0	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1A2A receptor	CPI-CS073233FCC	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0533A30DC	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS02899BF8B	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS04F78ACD6	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	ACVR_1B2A receptor	CPI-CS0C8F1E01F	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS075442484	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS012D15A88	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2A	P27037	True	AVR2A_HUMAN	BMR1A_ACR2A	CPI-CS04C402DFB	0.024	0.08	0.365	0.057	0.086	0.009	0.064	0.092	0.089
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0288D901D	0.001	0.014	0.015	0.023	0.0	0.0	0.002	0.0	0.026
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS0FCC00896	0.001	0.014	0.015	0.023	0.0	0.0	0.002	0.0	0.026
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS02AEFFE28	0.001	0.014	0.015	0.023	0.0	0.0	0.002	0.0	0.026
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS04DD927C9	0.001	0.014	0.015	0.023	0.0	0.0	0.002	0.0	0.026
ACVR2B	Q13705	True	AVR2B_HUMAN	ACVR_1A2B receptor	CPI-CS048465560	0.001	0.014	0.015	0.023	0.0	0.0	0.002	0.0	0.026
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0C99F8D96	0.001	0.014	0.015	0.023	0.0	0.0	0.002	0.0	0.026
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0CA393CC5	0.001	0.014	0.015	0.023	0.0	0.0	0.002	0.0	0.026
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS076E1A639	0.001	0.014	0.015	0.023	0.0	0.0	0.002	0.0	0.026
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0BE59B43E	0.001	0.014	0.015	0.023	0.0	0.0	0.002	0.0	0.026
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0BCDC40FC	0.001	0.014	0.015	0.023	0.0	0.0	0.002	0.0	0.026
ACVR2B	Q13705	True	AVR2B_HUMAN	BMR1A_AVR2B	CPI-CS0546460D1	0.001	0.014	0.015	0.023	0.0	0.0	0.002	0.0	0.026
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS0533A30DC	0.009	0.046	0.081	0.024	0.09	0.0	0.021	0.051	0.045
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS02899BF8B	0.009	0.046	0.081	0.024	0.09	0.0	0.021	0.051	0.045
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS04F78ACD6	0.009	0.046	0.081	0.024	0.09	0.0	0.021	0.051	0.045
ACVR1B	P36896	True	ACV1B_HUMAN	ACVR_1B2A receptor	CPI-CS0C8F1E01F	0.009	0.046	0.081	0.024	0.09	0.0	0.021	0.051	0.045
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS05EAF93CC	0.0	0.0	0.179	0.003	0.0	0.0	0.001	0.0	0.145
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS046BCFC6F	0.0	0.0	0.179	0.003	0.0	0.0	0.001	0.0	0.145
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0F6CFB979	0.0	0.0	0.179	0.003	0.0	0.0	0.001	0.0	0.145
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E4E75E3B	0.0	0.0	0.179	0.003	0.0	0.0	0.001	0.0	0.145
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0E54FF657	0.0	0.0	0.179	0.003	0.0	0.0	0.001	0.0	0.145
BMPR1A	P36894	True	BMR1A_HUMAN	BMPR1A_BMPR2	CPI-CS0B9A4CA4D	0.0	0.0	0.179	0.003	0.0	0.0	0.001	0.0	0.145
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0D35E69F6	0.0	0.0	0.179	0.003	0.0	0.0	0.001	0.0	0.145
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS047EE9E03	0.0	0.0	0.179	0.003	0.0	0.0	0.001	0.0	0.145
BMPR1A	P36894	True	BMR1A_HUMAN	BMR1A_ACR2A	CPI-CS0247DA882	0.0	0.0	0.179	0.003	0.0	0.0	0.001	0.0	0.145
